MOVIE_KEY,tag
M7361,dreamlike
M7361,emotional
M7361,feel-good
M7361,happpiness
M7361,humane
M7361,insightful
M7361,intelligent
M7361,lovely
M7361,melancholy
M7361,mind-bending
M7361,philosophy
M7361,quirky
M7361,quirky romantic
M7361,romantic
M7361,surreal
M7361,surrealism
M7361,thought-provoking
M8335,heartbreaking
M8477,post-apocalyptic
M25771,mindfuck
M25771,surreal
M25771,surrealism
M26717,boring
M26717,psychedelic
M26717,symbolic
M27773,bizarre
M27773,claustrophobic
M27773,depressing
M27773,disturbing
M27773,hallucinatory
M27773,paranoid
M27773,surreal
M27773,twisted
M30810,heartwarming
M30810,off-beat comedy
M30810,quirky
M30810,trippy
M30810,visually appealing
M30810,whimsical
M40491,depression
M45880,cinematography
M45880,lyrical
M48394,atmospheric
M48394,bittersweet
M48394,visually appealing
M48780,atmospheric
M48780,enigmatic
M50872,clever
M50872,inspirational
M56782,atmospheric
M56782,cerebral
M56782,character study
M56782,gritty
M56782,intense
M56782,long shots
M56782,morality
M56782,visually appealing
M57502,abstract
M57502,dark
M57502,psychedelic
M57502,surreal
M58301,dark
M58301,dark humor
M58301,intelligent
M58301,thought-provoking
M58559,dark
M58559,gritty
M63062,emotional
M68954,bittersweet
M68954,emotional
M68954,heartbreaking
M68954,touching
M71899,bittersweet
M71899,black comedy
M71899,character study
M71899,dark comedy
M71899,friendship
M71899,loneliness
M71899,mental illness
M71899,philosophical
M71899,poignant
M71899,quirky
M71899,sad
M71899,sweet
M71899,touching
M74791,surreal
M74791,whimsical
M79132,cerebral
M79132,dreamlike
M79132,philosophy
M79132,thought-provoking
M80463,good dialogue
M80463,loneliness
M80463,witty
M89745,fun
M89745,great humor
M89745,visually appealing
M94959,quirky
M95558,Beautiful
M95558,emotional
M95558,poetic
M96079,beautiful cinematography
M96079,beautifully filmed
M96079,cinematography
M99764,moving
M99764,philosopical
M99764,surreal
M99764,weird
M99917,artistic
M99917,artsy
M99917,atmospheric
M99917,Beautiful
M99917,dreamlike
M99917,existentialism
M104875,quirky
M104944,emotional
M104944,feel-good
M104944,heartwarming
M104944,mental illness
M104944,touching
M105504,suspense
M105504,tense
M106766,atmospheric
M106766,cinematography
M106766,depressing
M106766,funny
M107406,fatalistic
M108932,cheeky
M108932,clever
M108932,colorful
M108932,feel-good
M108932,fun
M108932,imaginative
M108932,quirky
M109487,bad dialogue
M109487,philosophical issues
M109487,thought-provoking
M109487,visually appealing
M112421,adorable
M112421,black comedy
M112421,Eccentric
M112421,introspection
M112421,mental illness
M112421,quirky
M112552,inspirational
M112552,inspiring
M112552,intense
M112852,funny
M112852,Great Visuals
M112852,humorous
M112852,unlikely hero
M113705,bittersweet
M114627,atmospheric
M114627,bizzare
M114627,eerie
M114627,symbolism
M116797,inspirational
M116797,intelligent
M117877,philosophical
M117877,trippy
M117887,heartwarming
M119145,slick
M122882,beautiful
M122882,cinematography
M122882,visually appealing
M122912,Dark
M122912,emotional
M122912,Sad
M122912,Visually appealing
M122912,Visually stunning
M122916,awesome
M122916,humor
M122916,quirky
M122916,unconventional
M122916,white guilt
M122918,fun
M122922,visually appealing
M127298,depressing
M127298,understated
M134130,smart
M134170,funny
M134170,ridiculous
M134170,silly
M138036,slick
M138036,stylish
M139385,cinematography
M139385,visually appealing
M139385,Visually Striking
M139644,atmospheric
M139644,tension
M140174,moving
M140174,touching
M141890,Moving
M143367,contemplative
M143367,philosophical
M143367,thought-provoking
M143367,tragic
M148626,funny
M148626,interesting
M148626,Witty
M148881,Existential
M148881,surreal
M152077,creepy
M152077,suspense
M153070,nightmare
M155288,suspense
M155288,thought-provoking
M156605,quirky
M156605,sweet
M156605,understated
M161634,intense
M164179,beautiful visuals
M164179,Cerebral
M164179,cinematography
M164179,good cinematography
M164179,smart
M164179,thought-provoking
M164179,visually appealing
M164909,Bittersweet
M164909,visually appealing
M167746,funny
M167746,heartwarming
M168252,dark
M168252,emotional
M168252,gritty
M168252,heartbreaking
M168252,predictible plot
M170945,paranoia
M170945,Suspenseful
M174055,brilliant
M174055,inspiring
M174055,tense
M176371,atmospheric
M176371,beautiful
M176371,cinematography
M176371,dark
M176371,dreamlike
M176371,existentialism
M176371,moody
M176371,philosophical
M176419,allegorical
M176419,uncomfortable
M176419,unsettling
M180031,atmospheric
M180031,dreamlike
M180985,bad music
M248,bad
M248,Sinbad
M413,Comedy
M540,bad
M707,bad
M836,seen at the cinema
M1441,Not Seen
M1779,good
M1801,seen more than once
M2116,classic
M2431,bad
M2662,classic
M2951,bad
M4015,bad
M4343,really bad
M4343,Seann William Scott
M4446,sci-fi
M4448,boring
M5064,remake
M5254,Great movie
M5254,Wesley Snipes
M6016,not seen
M6157,bad
M6157,Ben Affleck
M6373,classic
M35836,BEST PICTURE
M35836,classic
M35836,hilarious
M35836,steve carell
M52712,HORRIBLE ACTING
M52712,interesting
M293,Action
M293,assassin
M293,assassination
M293,assassins
M293,awkward romance
M293,corruption
M293,crime
M293,disturbing
M293,drama
M293,French
M293,friendship
M293,Gary Oldman
M293,great acting
M293,Guns
M293,hit men
M293,hitman
M293,humorous
M293,imdb top 250
M293,Jean Reno
M293,Lolita theme
M293,loneliness
M293,love story
M293,Luc Besson
M293,Natalie Portman
M293,organized crime
M293,police
M293,police corruption
M293,quirky
M293,sniper
M293,tense
M293,touching
M293,unique
M296,1990s
M296,achronological
M296,action
M296,action packed
M296,aggressive
M296,amazing
M296,amazing dialogues
M296,anthology
M296,assassin
M296,atmospheric
M296,AWESOME
M296,bad ass
M296,bad language
M296,bad-ass
M296,bible
M296,biblical references
M296,big boys with guns
M296,big name actors
M296,Black comedy
M296,black humor
M296,black humour
M296,blood
M296,blood splatters
M296,bloody
M296,bruce willis
M296,brutality
M296,casual violence
M296,character development
M296,characters
M296,classic
M296,classic movie
M296,coke
M296,comedy
M296,conversation
M296,cool
M296,cool style
M296,crime
M296,crime scene scrubbing
M296,cult
M296,cult classic
M296,cult film
M296,dance
M296,dancing
M296,dark
M296,dark comedy
M296,dark humor
M296,dialogue
M296,different
M296,diner
M296,disjointed timeline
M296,disturbing
M296,drama
M296,drug overdose
M296,drugs
M296,drugs & music
M296,ensemble cast
M296,entertaining
M296,entirely dialogue
M296,episodic
M296,exciting
M296,fast paced
M296,fast-paced
M296,film noir
M296,film-noir
M296,foul language
M296,fun
M296,funny
M296,gangster
M296,gangsters
M296,genius
M296,golden watch
M296,good dialogue
M296,good music
M296,gore
M296,great acting
M296,great dialogue
M296,great soundtrack
M296,gritty
M296,guns
M296,Harvey Keitel
M296,heroin
M296,Highly quotable
M296,hit men
M296,hitman
M296,homosexuality
M296,humour
M296,iconic
M296,imdb top 250
M296,innovative
M296,intellectual
M296,intelligent
M296,intense
M296,interesting
M296,intertwining storylines
M296,interwoven storylines
M296,ironic
M296,irony
M296,John Travolta
M296,killer-as-protagonist
M296,los angeles
M296,Mafia
M296,masterpiece
M296,meaningless violence
M296,milkshake
M296,mobster
M296,mobsters
M296,monologue
M296,motherfucker
M296,multiple stories
M296,multiple storylines
M296,neo-noir
M296,noir
M296,non-linear
M296,non-linear timeline
M296,nonlinear
M296,nonlinear narrative
M296,nonlinear storyline
M296,nonlinear timeline
M296,notable soundtrack
M296,offensive
M296,organised crime
M296,organized crime
M296,original
M296,original plot
M296,out of order
M296,Palme d'Or
M296,parody
M296,philosophical
M296,pop culture references
M296,psychological
M296,pulp
M296,Quentin Tarantino
M296,quirky
M296,Quotable
M296,r:disturbing violent content including rape
M296,r:disturbing violent images
M296,r:graphic sexuality
M296,r:some violence
M296,r:strong bloody violence
M296,r:strong language
M296,r:sustained strong stylized violence
M296,r:violence
M296,random
M296,rape
M296,retro
M296,Roger Avary
M296,royal with cheese
M296,Samuel L. Jackson
M296,sarcasm
M296,satire
M296,sexy
M296,smart writing
M296,sophisticated
M296,soundtrack
M296,splatter
M296,Steve Buscemi
M296,storytelling
M296,stylish
M296,stylized
M296,suspense
M296,Tarantino
M296,thought-provoking
M296,thriller
M296,travolta
M296,twist ending
M296,Uma Thurman
M296,unique
M296,unpredictable
M296,unusual
M296,very funny
M296,violence
M296,violent
M296,witty
M924,aliens
M924,apes
M924,Arthur C. Clarke
M924,artificial intelligence
M924,atmospheric
M924,cinematography
M924,classic
M924,computer
M924,confusing ending
M924,cult film
M924,Dull
M924,future
M924,futuristic
M924,imdb top 250
M924,masterpiece
M924,meditative
M924,music
M924,mystery
M924,Oscar (Best Effects - Visual Effects)
M924,overrated
M924,philosophical
M924,relaxing
M924,revolutionary
M924,robots
M924,sci-fi
M924,setting:space/space ship
M924,slow
M924,slow paced
M924,soundtrack
M924,space
M924,space travel
M924,spacecraft
M924,Stanley Kubrick
M924,superb soundtrack
M924,surreal
M924,technology
M924,tedious
M924,visual
M924,visually appealing
M1732,black comedy
M1732,bowling
M1732,classic
M1732,coen brothers
M1732,comedy
M1732,crime
M1732,Cult classic
M1732,cult film
M1732,dark comedy
M1732,deadpan
M1732,drugs
M1732,funny
M1732,great dialogue
M1732,great soundtrack
M1732,Highly quotable
M1732,imdb top 250
M1732,Jeff Bridges
M1732,John Goodman
M1732,Julianne Moore
M1732,kidnapping
M1732,marijuana
M1732,Nudity (Full Frontal)
M1732,off-beat comedy
M1732,Philip Seymour Hoffman
M1732,quirky
M1732,ransom
M1732,rug
M1732,sarcasm
M1732,satirical
M1732,Steve Buscemi
M1732,violence
M2959,action
M2959,atmospheric
M2959,based on a book
M2959,Brad Pitt
M2959,challenging
M2959,Chuck Palahniuk
M2959,classic
M2959,clever
M2959,complicated
M2959,consumerism
M2959,crime
M2959,dark
M2959,dark comedy
M2959,David Fincher
M2959,disturbing
M2959,double life
M2959,Edward Norton
M2959,fighting
M2959,great acting
M2959,helena bonham carter
M2959,imaginary friend
M2959,imdb top 250
M2959,mental illness
M2959,mind-blowing
M2959,mindfuck
M2959,narrated
M2959,Nudity (Topless)
M2959,Palahnuik
M2959,philosophical
M2959,philosophy
M2959,postmodern
M2959,powerful ending
M2959,psychological
M2959,psychological thriller
M2959,psychology
M2959,quirky
M2959,satirical
M2959,schizophrenia
M2959,social commentary
M2959,societal criticism
M2959,stylized
M2959,surreal
M2959,TERRORISM
M2959,thought-provoking
M2959,twist
M2959,twist ending
M2959,violence
M2959,violent
M273,gothic
M1357,music
M1948,British
M3578,Romans
M5694,70mm
M6107,World War II
M7382,for katie
M7936,austere
M3265,gun fu
M3265,heroic bloodshed
M168248,Heroic Bloodshed
