MOVIE_KEY,title,genres
M1371,Star Trek: The Motion Picture (1979),Adventure|Sci-Fi
M1372,Star Trek VI: The Undiscovered Country (1991),Action|Mystery|Sci-Fi
M1373,Star Trek V: The Final Frontier (1989),Action|Sci-Fi
M1374,Star Trek II: The Wrath of Khan (1982),Action|Adventure|Sci-Fi|Thriller
M1375,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi
M1376,Star Trek IV: The Voyage Home (1986),Adventure|Comedy|Sci-Fi
M1377,Batman Returns (1992),Action|Crime
M1378,Young Guns (1988),Action|Comedy|Western
M1379,Young Guns II (1990),Action|Western
M1380,Grease (1978),Comedy|Musical|Romance
M1381,Grease 2 (1982),Comedy|Musical|Romance
M1382,Marked for Death (1990),Action|Drama
M1385,Under Siege (1992),Action|Drama|Thriller
M1387,Jaws (1975),Action|Horror
M1388,Jaws 2 (1978),Horror|Thriller
M1389,Jaws 3-D (1983),Action|Horror
M1390,My Fellow Americans (1996),Comedy
M1391,Mars Attacks! (1996),Action|Comedy|Sci-Fi
M1392,Citizen Ruth (1996),Comedy|Drama
M1393,Jerry Maguire (1996),Drama|Romance
M1394,Raising Arizona (1987),Comedy
M1395,Tin Men (1987),Comedy|Drama
M1396,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi
M1397,Bastard Out of Carolina (1996),Drama
M1398,In Love and War (1996),Romance|War
M1399,Marvin's Room (1996),Drama
M1401,Ghosts of Mississippi (1996),Drama
M1405,Beavis and Butt-Head Do America (1996),Adventure|Animation|Comedy|Crime
M1406,La Cérémonie (1995),Crime|Drama|Mystery|Thriller
M1407,Scream (1996),Comedy|Horror|Mystery|Thriller
M1408,"Last of the Mohicans, The (1992)",Action|Romance|War|Western
M1409,Michael (1996),Comedy|Drama|Fantasy|Romance
M1411,Hamlet (1996),Crime|Drama|Romance
M1412,Some Mother's Son (1996),Drama
M1413,"Whole Wide World, The (1996)",Drama
M1414,Mother (1996),Comedy
M1415,"Thieves (Voleurs, Les) (1996)",Crime|Drama|Romance
M1416,Evita (1996),Drama|Musical
M1417,"Portrait of a Lady, The (1996)",Drama
M1419,Walkabout (1971),Adventure|Drama
M1422,Murder at 1600 (1997),Crime|Drama|Mystery|Thriller
M1423,Hearts and Minds (1996),Drama
M1425,Fierce Creatures (1997),Comedy
M1426,Zeus and Roxanne (1997),Children
M1427,Turbulence (1997),Action|Thriller
M1428,Angel Baby (1995),Drama
M1429,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),Action|Adventure|Comedy|Thriller
M1430,Underworld (1996),Comedy|Thriller
M1431,Beverly Hills Ninja (1997),Action|Comedy
M1432,Metro (1997),Action|Comedy|Crime|Drama|Thriller
M1437,"Cement Garden, The (1993)",Drama
M1438,Dante's Peak (1997),Action|Thriller
M1439,Meet Wally Sparks (1997),Comedy
M1440,Amos & Andrew (1993),Comedy
M1441,Benny & Joon (1993),Comedy|Romance
M1442,Prefontaine (1997),Drama
M1445,McHale's Navy (1997),Comedy|War
M1446,Kolya (Kolja) (1996),Comedy|Drama
M1447,Gridlock'd (1997),Crime
M1449,Waiting for Guffman (1996),Comedy
M1453,"Beautician and the Beast, The (1997)",Comedy|Romance
M1454,SubUrbia (1997),Comedy|Drama
M1456,"Pest, The (1997)",Comedy
M1457,Fools Rush In (1997),Comedy|Drama|Romance
M1458,Touch (1997),Drama|Fantasy|Romance
M1459,Absolute Power (1997),Mystery|Thriller
M1460,That Darn Cat (1997),Children|Comedy|Mystery
M1461,Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997),Comedy
M1464,Lost Highway (1997),Crime|Drama|Fantasy|Film-Noir|Mystery|Romance
M1465,Rosewood (1997),Action|Drama
M1466,Donnie Brasco (1997),Crime|Drama
M1468,Booty Call (1997),Comedy|Romance
M1473,Best Men (1997),Action|Comedy|Crime|Drama
M1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),Children|Comedy
M1475,Kama Sutra: A Tale of Love (1996),Romance
M1476,Private Parts (1997),Comedy|Drama
M1477,Love Jones (1997),Romance
M1479,"Saint, The (1997)",Action|Romance|Sci-Fi|Thriller
M1480,Smilla's Sense of Snow (1997),Drama|Thriller
M1483,Crash (1996),Drama|Thriller
M1484,"Daytrippers, The (1996)",Comedy|Drama|Mystery|Romance
M1485,Liar Liar (1997),Comedy
M1487,Selena (1997),Drama|Musical
M1488,"Devil's Own, The (1997)",Action|Drama|Thriller
M1489,Cats Don't Dance (1997),Animation|Children|Musical
M1490,B*A*P*S (1997),Comedy
M1493,Love and Other Catastrophes (1996),Romance
M1495,Turbo: A Power Rangers Movie (1997),Action|Adventure|Children
M1496,Anna Karenina (1997),Drama|Romance
M1497,Double Team (1997),Action
M1498,Inventing the Abbotts (1997),Drama|Romance
M1499,Anaconda (1997),Action|Adventure|Thriller
M1500,Grosse Pointe Blank (1997),Comedy|Crime|Romance
M1502,Kissed (1996),Drama|Romance
M1503,8 Heads in a Duffel Bag (1997),Comedy
M1507,Paradise Road (1997),Drama|War
M1513,Romy and Michele's High School Reunion (1997),Comedy
M1514,Temptress Moon (Feng Yue) (1996),Romance
M1515,Volcano (1997),Action|Drama|Thriller
M1516,Children of the Revolution (1996),Comedy
M1517,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy
M1518,Breakdown (1997),Action|Thriller
M1519,Broken English (1996),Drama
M1526,Fathers' Day (1997),Comedy
M1527,"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi
M1529,Nowhere (1997),Comedy|Drama
M1533,"Promise, The (La promesse) (1996)",Drama
M1537,Shall We Dance? (Shall We Dansu?) (1996),Comedy|Drama|Romance
M1541,Addicted to Love (1997),Comedy|Romance
M1542,Brassed Off (1996),Comedy|Drama|Romance
M1544,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller
M1545,Ponette (1996),Drama
M1546,Schizopolis (1996),Comedy
M1547,Shiloh (1997),Children|Drama
M1549,Rough Magic (1995),Drama|Romance
M1550,Trial and Error (1997),Comedy|Romance
M1551,Buddy (1997),Adventure|Children|Drama
M1552,Con Air (1997),Action|Adventure|Thriller
M1554,"Pillow Book, The (1996)",Drama|Romance
M1556,Speed 2: Cruise Control (1997),Action|Romance|Thriller
M1562,Batman & Robin (1997),Action|Adventure|Fantasy|Thriller
M1564,For Roseanna (Roseanna's Grave) (1997),Comedy|Drama|Romance
M1565,Head Above Water (1996),Comedy|Thriller
M1566,Hercules (1997),Adventure|Animation|Children|Comedy|Musical
M1569,My Best Friend's Wedding (1997),Comedy|Romance
M1571,When the Cat's Away (Chacun cherche son chat) (1996),Comedy|Romance
M1572,"Contempt (Mépris, Le) (1963)",Drama
M1573,Face/Off (1997),Action|Crime|Drama|Thriller
M1574,Fall (1997),Romance
M1580,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi
M1581,Out to Sea (1997),Comedy
M1582,Wild America (1997),Adventure|Children
M1583,"Simple Wish, A (1997)",Children|Fantasy
M1584,Contact (1997),Drama|Sci-Fi
M1585,Love Serenade (1996),Comedy
M1586,G.I. Jane (1997),Action|Drama
M1587,Conan the Barbarian (1982),Action|Adventure|Fantasy
M1588,George of the Jungle (1997),Children|Comedy
M1589,Cop Land (1997),Action|Crime|Drama|Thriller
M1590,Event Horizon (1997),Horror|Sci-Fi|Thriller
M1591,Spawn (1997),Action|Adventure|Sci-Fi|Thriller
M1592,Air Bud (1997),Children|Comedy
M1593,Picture Perfect (1997),Comedy|Romance
M1594,In the Company of Men (1997),Comedy|Drama
M1596,Career Girls (1997),Drama
M1597,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller
M1598,Desperate Measures (1998),Crime|Drama|Thriller
M1599,Steel (1997),Action
M1600,She's So Lovely (1997),Drama|Romance
M1601,Hoodlum (1997),Crime|Drama|Film-Noir
M1602,Leave It to Beaver (1997),Comedy
M1603,Mimic (1997),Horror|Sci-Fi|Thriller
M1604,Money Talks (1997),Action|Comedy
M1605,Excess Baggage (1997),Adventure|Romance
M1606,Kull the Conqueror (1997),Action|Adventure
M1608,Air Force One (1997),Action|Thriller
M1609,187 (One Eight Seven) (1997),Drama|Thriller
M1610,"Hunt for Red October, The (1990)",Action|Adventure|Thriller
M1611,My Own Private Idaho (1991),Drama|Romance
M1612,"Kiss Me, Guido (1997)",Comedy
M1613,Star Maps (1997),Drama
M1614,In & Out (1997),Comedy
M1615,"Edge, The (1997)",Adventure|Drama
M1616,"Peacemaker, The (1997)",Action|Thriller|War
M1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
M1619,Seven Years in Tibet (1997),Adventure|Drama|War
M1620,Kiss the Girls (1997),Crime|Drama|Mystery|Thriller
M1621,Soul Food (1997),Drama
M1623,Wishmaster (1997),Horror
M1624,"Thousand Acres, A (1997)",Drama
M1625,"Game, The (1997)",Drama|Mystery|Thriller
M1626,Fire Down Below (1997),Action|Drama|Thriller
M1627,U Turn (1997),Crime|Drama|Mystery
M1629,"MatchMaker, The (1997)",Comedy|Romance
M1631,"Assignment, The (1997)",Action|Thriller
M1633,Ulee's Gold (1997),Drama
M1635,"Ice Storm, The (1997)",Drama
M1639,Chasing Amy (1997),Comedy|Drama|Romance
M1641,"Full Monty, The (1997)",Comedy|Drama
M1642,Indian Summer (a.k.a. Alive & Kicking) (1996),Comedy|Drama
M1643,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",Drama|Romance
M1644,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller
M1645,The Devil's Advocate (1997),Drama|Mystery|Thriller
M1646,RocketMan (a.k.a. Rocket Man) (1997),Children|Comedy|Romance|Sci-Fi
M1647,Playing God (1997),Crime|Drama|Thriller
M1648,"House of Yes, The (1997)",Comedy|Drama
M1649,"Fast, Cheap & Out of Control (1997)",Documentary
M1650,Washington Square (1997),Drama
M1652,Year of the Horse (1997),Documentary
M1653,Gattaca (1997),Drama|Sci-Fi|Thriller
M1654,FairyTale: A True Story (1997),Children|Drama|Fantasy
M1655,Phantoms (1998),Drama|Horror|Thriller
M1656,Swept from the Sea (1997),Drama|Romance
M1658,"Life Less Ordinary, A (1997)",Romance|Thriller
M1659,Hurricane Streets (1997),Drama
M1660,Eve's Bayou (1997),Drama
M1661,Switchback (1997),Crime|Mystery|Thriller
M1662,Gang Related (1997),Crime
M1663,Stripes (1981),Comedy|War
M1665,Bean (1997),Comedy
M1667,Mad City (1997),Action|Drama
M1670,Welcome to Sarajevo (1997),Drama|War
M1671,Deceiver (1997),Crime|Drama|Thriller
M1672,"Rainmaker, The (1997)",Drama
M1673,Boogie Nights (1997),Drama
M1674,Witness (1985),Drama|Romance|Thriller
M1675,Incognito (1997),Crime|Thriller
M1676,Starship Troopers (1997),Action|Sci-Fi
M1677,Critical Care (1997),Comedy|Drama
M1678,"Joy Luck Club, The (1993)",Drama|Romance
M1679,Chairman of the Board (1998),Comedy
M1680,Sliding Doors (1998),Drama|Romance
M1681,Mortal Kombat: Annihilation (1997),Action|Adventure|Fantasy
M1682,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi
M1683,"Wings of the Dove, The (1997)",Drama|Romance
M1684,Mrs. Dalloway (1997),Drama|Romance
M1685,"I Love You, I Love You Not (1996)",Drama|Romance
M1686,Red Corner (1997),Crime|Thriller
M1687,"Jackal, The (1997)",Action|Thriller
M1688,Anastasia (1997),Adventure|Animation|Children|Drama|Musical
M1689,"Man Who Knew Too Little, The (1997)",Comedy|Crime|Thriller
M1690,Alien: Resurrection (1997),Action|Horror|Sci-Fi
M1693,Amistad (1997),Drama|Mystery
M1694,"Apostle, The (1997)",Drama
M1695,Artemisia (1997),Drama
M1696,Bent (1997),Drama|War
M1699,"Butcher Boy, The (1997)",Comedy|Drama
M1701,Deconstructing Harry (1997),Comedy|Drama
M1702,Flubber (1997),Children|Comedy|Fantasy
M1703,For Richer or Poorer (1997),Comedy
M1704,Good Will Hunting (1997),Drama|Romance
M1707,Home Alone 3 (1997),Children|Comedy
M1711,Midnight in the Garden of Good and Evil (1997),Crime|Drama|Mystery
M1713,Mouse Hunt (1997),Children|Comedy
M1717,Scream 2 (1997),Comedy|Horror|Mystery|Thriller
M1718,Stranger in the House (1997),Thriller
M1719,"Sweet Hereafter, The (1997)",Drama
M1721,Titanic (1997),Drama|Romance
M1722,Tomorrow Never Dies (1997),Action|Adventure|Thriller
M1726,"Postman, The (1997)",Action|Adventure|Drama|Sci-Fi
M1727,"Horse Whisperer, The (1998)",Drama|Romance
M1729,Jackie Brown (1997),Crime|Drama|Thriller
M1730,Kundun (1997),Drama
M1731,Mr. Magoo (1997),Comedy
M1732,"Big Lebowski, The (1998)",Comedy|Crime
M1733,Afterglow (1997),Drama|Romance
M1734,My Life in Pink (Ma vie en rose) (1997),Comedy|Drama
M1735,Great Expectations (1998),Drama|Romance
M1739,3 Ninjas: High Noon On Mega Mountain (1998),Action|Children|Comedy
M1746,Senseless (1998),Comedy
M1747,Wag the Dog (1997),Comedy
M1748,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller
M1752,Hard Rain (1998),Action|Crime|Thriller
M1753,Half Baked (1998),Comedy
M1754,Fallen (1998),Crime|Drama|Fantasy|Thriller
M1755,Shooting Fish (1997),Comedy|Romance
M1757,Fallen Angels (Duo luo tian shi) (1995),Drama|Romance
M1759,"Four Days in September (O Que É Isso, Companheiro?) (1997)",Drama
M1760,Spice World (1997),Comedy
M1762,Deep Rising (1998),Action|Horror|Sci-Fi
M1767,Music From Another Room (1998),Drama|Romance
M1769,"Replacement Killers, The (1998)",Action|Crime|Thriller
M1770,B. Monkey (1998),Crime|Romance|Thriller
M1771,Night Flier (1997),Horror
M1772,Blues Brothers 2000 (1998),Action|Comedy|Musical
M1777,"Wedding Singer, The (1998)",Comedy|Romance
M1779,Sphere (1998),Sci-Fi|Thriller
M1783,Palmetto (1998),Crime|Drama|Mystery|Romance|Thriller
M1784,As Good as It Gets (1997),Comedy|Drama|Romance
M1785,King of New York (1990),Crime|Thriller
M1791,Twilight (1998),Crime|Drama|Thriller
M1792,U.S. Marshals (1998),Action|Crime|Thriller
M1793,Welcome to Woop-Woop (1997),Comedy
M1794,Love and Death on Long Island (1997),Comedy|Drama
M1797,Everest (1998),Documentary|IMAX
M1798,Hush (1998),Thriller
M1799,Suicide Kings (1997),Comedy|Crime|Drama|Mystery|Thriller
M1801,"Man in the Iron Mask, The (1998)",Action|Adventure|Drama
M1804,"Newton Boys, The (1998)",Crime|Drama
M1805,Wild Things (1998),Crime|Drama|Mystery|Thriller
M1806,Paulie (1998),Adventure|Children|Comedy
M1807,"Cool, Dry Place, A (1998)",Drama
M1809,Fireworks (Hana-bi) (1997),Crime|Drama
M1810,Primary Colors (1998),Comedy|Drama
M1812,Wide Awake (1998),Children|Comedy|Drama
M1816,Two Girls and a Guy (1997),Comedy|Drama
M1821,"Object of My Affection, The (1998)",Comedy|Romance
M1824,Homegrown (1998),Comedy|Thriller
M1825,The Players Club (1998),Comedy|Drama
M1826,Barney's Great Adventure (1998),Adventure|Children
M1827,"Big One, The (1997)",Comedy|Documentary
M1829,Chinese Box (1997),Drama|Romance
M1831,Lost in Space (1998),Action|Adventure|Sci-Fi
M1833,Mercury Rising (1998),Action|Drama|Thriller
M1834,"Spanish Prisoner, The (1997)",Crime|Drama|Mystery|Thriller
M1835,City of Angels (1998),Drama|Fantasy|Romance
M1836,"Last Days of Disco, The (1998)",Comedy|Drama
M1837,"Odd Couple II, The (1998)",Comedy
M1839,My Giant (1998),Comedy
M1840,He Got Game (1998),Drama
M1841,"Gingerbread Man, The (1998)",Drama|Thriller
M1844,Live Flesh (Carne trémula) (1997),Drama|Romance
M1845,Zero Effect (1998),Comedy|Mystery|Thriller
M1848,"Borrowers, The (1997)",Adventure|Children|Comedy|Fantasy
M1855,Krippendorf's Tribe (1998),Comedy
M1856,Kurt & Courtney (1998),Documentary
M1857,"Real Blonde, The (1997)",Comedy
M1858,Mr. Nice Guy (Yat goh ho yan) (1997),Action|Comedy
M1859,Taste of Cherry (Ta'm e guilass) (1997),Drama
M1860,Character (Karakter) (1997),Drama
M1862,Species II (1998),Horror|Sci-Fi
M1863,Major League: Back to the Minors (1998),Comedy
M1866,"Big Hit, The (1998)",Action|Comedy|Crime
M1867,Tarzan and the Lost City (1998),Action|Adventure
M1870,"Dancer, Texas Pop. 81 (1998)",Comedy|Drama
M1873,"Misérables, Les (1998)",Crime|Drama|Romance|War
M1875,Clockwatchers (1997),Comedy
M1876,Deep Impact (1998),Drama|Sci-Fi|Thriller
M1881,Quest for Camelot (1998),Adventure|Animation|Children|Fantasy|Musical
M1882,Godzilla (1998),Action|Sci-Fi|Thriller
M1883,Bulworth (1998),Comedy|Drama|Romance
M1884,Fear and Loathing in Las Vegas (1998),Adventure|Comedy|Drama
M1885,"Opposite of Sex, The (1998)",Comedy|Drama|Romance
M1887,Almost Heroes (1998),Adventure|Comedy|Western
M1888,Hope Floats (1998),Comedy|Drama|Romance
M1889,Insomnia (1997),Drama|Mystery|Thriller
M1891,"Ugly, The (1997)",Horror|Thriller
M1892,"Perfect Murder, A (1998)",Thriller
M1893,Beyond Silence (Jenseits der Stille) (1996),Drama
M1894,Six Days Seven Nights (1998),Adventure|Comedy|Romance
M1895,Can't Hardly Wait (1998),Comedy|Drama|Romance
M1897,High Art (1998),Drama|Romance
M1900,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",Comedy|Drama
M1902,Dream for an Insomniac (1996),Drama|Romance
M1904,Henry Fool (1997),Comedy|Drama
M1906,Mr. Jealousy (1997),Comedy|Romance
M1907,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance
M1909,"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller
M1910,I Went Down (1997),Comedy|Crime|Drama
M1911,Dr. Dolittle (1998),Comedy
M1912,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller
M1913,Picnic at Hanging Rock (1975),Drama|Mystery
M1914,Smoke Signals (1998),Comedy|Drama
M1916,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance
M1917,Armageddon (1998),Action|Romance|Sci-Fi|Thriller
M1918,Lethal Weapon 4 (1998),Action|Comedy|Crime|Thriller
M1919,Madeline (1998),Children|Comedy
M1920,Small Soldiers (1998),Animation|Children|Fantasy|War
M1921,Pi (1998),Drama|Sci-Fi|Thriller
M1922,Whatever (1998),Drama
M1923,There's Something About Mary (1998),Comedy|Romance
M1924,Plan 9 from Outer Space (1959),Horror|Sci-Fi
M1926,"Broadway Melody, The (1929)",Musical
M1927,All Quiet on the Western Front (1930),Action|Drama|War
M1928,Cimarron (1931),Drama|Western
M1929,Grand Hotel (1932),Drama|Romance
M1931,Mutiny on the Bounty (1935),Adventure|Drama
M1932,"Great Ziegfeld, The (1936)",Drama|Musical
M1933,"Life of Emile Zola, The (1937)",Drama
M1934,You Can't Take It with You (1938),Comedy|Romance
M1936,Mrs. Miniver (1942),Drama|War
M1937,Going My Way (1944),Comedy|Drama|Musical
M1938,"Lost Weekend, The (1945)",Drama
M1939,"Best Years of Our Lives, The (1946)",Drama|War
M1940,Gentleman's Agreement (1947),Drama
M1941,Hamlet (1948),Drama
M1942,All the King's Men (1949),Drama
M1944,From Here to Eternity (1953),Drama|Romance|War
M1945,On the Waterfront (1954),Crime|Drama
M1946,Marty (1955),Drama|Romance
M1947,West Side Story (1961),Drama|Musical|Romance
M1948,Tom Jones (1963),Adventure|Comedy|Romance
M1949,"Man for All Seasons, A (1966)",Drama
M1950,In the Heat of the Night (1967),Drama|Mystery
M1951,Oliver! (1968),Drama|Musical
M1952,Midnight Cowboy (1969),Drama
M1953,"French Connection, The (1971)",Action|Crime|Thriller
M1954,Rocky (1976),Drama
M1955,Kramer vs. Kramer (1979),Drama
M1956,Ordinary People (1980),Drama
M1957,Chariots of Fire (1981),Drama
M1958,Terms of Endearment (1983),Comedy|Drama
M1959,Out of Africa (1985),Drama|Romance
M1960,"Last Emperor, The (1987)",Drama
M1961,Rain Man (1988),Drama
M1962,Driving Miss Daisy (1989),Drama
M1963,Take the Money and Run (1969),Comedy|Crime
M1964,Klute (1971),Drama|Mystery
M1965,Repo Man (1984),Comedy|Sci-Fi
M1966,Metropolitan (1990),Comedy
M1967,Labyrinth (1986),Adventure|Fantasy|Musical
M1968,"Breakfast Club, The (1985)",Comedy|Drama
M1969,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",Horror
M1970,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror|Thriller
M1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)",Horror|Thriller
M1972,"Nightmare on Elm Street 5: The Dream Child, A (1989)",Horror
M1973,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)",Horror
M1974,Friday the 13th (1980),Horror|Mystery|Thriller
M1975,Friday the 13th Part 2 (1981),Horror
M1976,Friday the 13th Part 3: 3D (1982),Horror
M1977,Friday the 13th Part IV: The Final Chapter (1984),Horror
M1978,Friday the 13th Part V: A New Beginning (1985),Horror
M1979,Friday the 13th Part VI: Jason Lives (1986),Horror
M1980,Friday the 13th Part VII: The New Blood (1988),Horror
M1981,Friday the 13th Part VIII: Jason Takes Manhattan (1989),Horror
M1982,Halloween (1978),Horror
M1983,Halloween II (1981),Horror
M1984,Halloween III: Season of the Witch (1982),Horror
M1985,Halloween 4: The Return of Michael Myers (1988),Horror
M1986,Halloween 5: The Revenge of Michael Myers (1989),Horror
M1987,Prom Night (1980),Horror
M1990,Prom Night IV: Deliver Us From Evil (1992),Horror
M1991,Child's Play (1988),Horror|Thriller
M1992,Child's Play 2 (1990),Horror|Thriller
M1993,Child's Play 3 (1991),Comedy|Horror|Thriller
M1994,Poltergeist (1982),Horror|Thriller
M1995,Poltergeist II: The Other Side (1986),Horror|Thriller
M1996,Poltergeist III (1988),Horror|Thriller
M1997,"Exorcist, The (1973)",Horror|Mystery
M1998,Exorcist II: The Heretic (1977),Horror
M1999,"Exorcist III, The (1990)",Horror
M2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama
M2001,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama
M2002,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama
M2003,Gremlins (1984),Comedy|Horror
M2004,Gremlins 2: The New Batch (1990),Comedy|Horror
M2005,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy
M2006,"Mask of Zorro, The (1998)",Action|Comedy|Romance
M2007,Polish Wedding (1998),Comedy
M2008,"This World, Then the Fireworks (1997)",Crime|Drama|Film-Noir
M2009,Soylent Green (1973),Drama|Mystery|Sci-Fi|Thriller
M2010,Metropolis (1927),Drama|Sci-Fi
M2011,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi
M2012,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western
M2013,"Poseidon Adventure, The (1972)",Action|Adventure|Drama
M2014,Freaky Friday (1977),Children|Comedy|Fantasy
M2015,"Absent-Minded Professor, The (1961)",Children|Comedy|Fantasy
M2016,"Apple Dumpling Gang Rides Again, The (1979)",Children|Comedy|Western
M2017,Babes in Toyland (1961),Children|Fantasy|Musical
M2018,Bambi (1942),Animation|Children|Drama
M2019,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama
M2020,Dangerous Liaisons (1988),Drama|Romance
M2021,Dune (1984),Adventure|Sci-Fi
M2022,"Last Temptation of Christ, The (1988)",Drama
M2023,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller
M2024,"Rapture, The (1991)",Drama|Mystery
M2025,Lolita (1997),Drama|Romance
M2026,Disturbing Behavior (1998),Horror|Thriller
M2027,Jane Austen's Mafia! (1998),Comedy|Crime
M2028,Saving Private Ryan (1998),Action|Drama|War
M2032,"Barefoot Executive, The (1971)",Children|Comedy
M2033,"Black Cauldron, The (1985)",Adventure|Animation|Children|Fantasy
M2034,"Black Hole, The (1979)",Children|Sci-Fi
M2035,Blackbeard's Ghost (1968),Children|Comedy
M2036,Blank Check (1994),Children|Comedy
M2037,Candleshoe (1977),Adventure|Children|Comedy
M2038,"Cat from Outer Space, The (1978)",Children|Comedy|Sci-Fi
M2040,"Computer Wore Tennis Shoes, The (1969)",Children|Comedy
M2041,Condorman (1981),Action|Adventure|Children|Comedy
M2042,D2: The Mighty Ducks (1994),Children|Comedy
M2043,Darby O'Gill and the Little People (1959),Adventure|Children|Fantasy
M2044,"Devil and Max Devlin, The (1981)",Comedy|Fantasy
M2046,Flight of the Navigator (1986),Adventure|Children|Sci-Fi
M2048,"Great Mouse Detective, The (1986)",Action|Animation|Children|Crime
M2050,Herbie Goes Bananas (1980),Adventure|Children|Comedy
M2051,Herbie Goes to Monte Carlo (1977),Adventure|Children|Comedy
M2052,Hocus Pocus (1993),Children|Comedy|Fantasy|Horror
M2053,"Honey, I Blew Up the Kid (1992)",Children|Comedy|Sci-Fi
M2054,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi
M2055,Hot Lead and Cold Feet (1978),Action|Comedy|Western
M2056,In Search of the Castaways (1962),Adventure|Children
M2057,"Incredible Journey, The (1963)",Adventure|Children
M2058,"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller
M2059,"Parent Trap, The (1998)",Children|Comedy|Romance
M2060,BASEketball (1998),Comedy
M2064,Roger & Me (1989),Documentary
M2065,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Fantasy|Romance
M2066,Out of the Past (1947),Film-Noir
M2067,Doctor Zhivago (1965),Drama|Romance|War
M2068,Fanny and Alexander (Fanny och Alexander) (1982),Drama|Fantasy|Mystery
M2069,"Trip to Bountiful, The (1985)",Drama
M2070,Tender Mercies (1983),Drama|Romance|Western
M2071,And the Band Played On (1993),Drama
M2072,"'burbs, The (1989)",Comedy
M2073,Fandango (1985),Comedy
M2074,"Night Porter, The (Portiere di notte, Il) (1974)",Crime|Drama|Romance
M2075,Mephisto (1981),Drama|War
M2076,Blue Velvet (1986),Drama|Mystery|Thriller
M2077,"Journey of Natty Gann, The (1985)",Adventure|Children
M2078,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical
M2080,Lady and the Tramp (1955),Animation|Children|Comedy|Romance
M2081,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance
M2082,"Mighty Ducks, The (1992)",Children|Comedy
M2083,"Muppet Christmas Carol, The (1992)",Children|Comedy|Musical
M2084,Newsies (1992),Children|Musical
M2085,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children
M2087,Peter Pan (1953),Animation|Children|Fantasy|Musical
M2088,Popeye (1980),Adventure|Comedy|Musical
M2089,"Rescuers Down Under, The (1990)",Adventure|Animation|Children
M2090,"Rescuers, The (1977)",Adventure|Animation|Children|Crime|Drama
M2091,Return from Witch Mountain (1978),Children|Sci-Fi
M2092,"Return of Jafar, The (1994)",Adventure|Animation|Children|Fantasy|Musical|Romance
M2093,Return to Oz (1985),Adventure|Children|Fantasy
M2094,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi
M2095,"Shaggy D.A., The (1976)",Children|Comedy
M2096,Sleeping Beauty (1959),Animation|Children|Musical
M2097,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
M2098,Son of Flubber (1963),Children|Comedy
M2099,Song of the South (1946),Adventure|Animation|Children|Musical
M2100,Splash (1984),Comedy|Fantasy|Romance
M2102,Steamboat Willie (1928),Animation|Children|Comedy|Musical
M2103,Tall Tale (1995),Adventure|Children|Fantasy|Western
M2104,Tex (1982),Drama
M2105,Tron (1982),Action|Adventure|Sci-Fi
